customer_id,recency,frequency,monetary,R_score,frequency_rank,F_score,monetary_rank,M_score,RFM_score,RFM_code,segment
13441.0,92,1,296.64,2,291.0,1,1033.0,2,5,212,At Risk
13447.0,24,3,1129.14,4,2412.0,3,2841.0,4,11,434,Potential
13448.0,17,6,3534.69,4,3496.0,5,3882.0,5,14,455,Potential
13449.0,24,1,291.88,4,292.0,1,1018.0,2,7,412,Potential
13450.0,27,6,2043.72,4,3497.0,5,3462.0,4,13,454,Potential
13451.0,27,5,2898.26,4,3270.0,4,3764.0,5,13,445,Potential
13452.0,260,2,590.0,1,1657.0,2,1969.0,3,6,123,Lost
13453.0,166,2,356.98,2,1658.0,2,1331.0,2,6,222,At Risk
13455.0,25,2,1058.34,4,1659.0,2,2753.0,4,10,424,Potential
13456.0,18,6,1766.72,4,3498.0,5,3316.0,4,13,454,Potential
13458.0,8,14,9646.57,5,4132.0,5,4229.0,5,15,555,Loyal
13460.0,30,2,183.44,4,1660.0,2,582.0,1,7,421,Unclassified
13461.0,39,3,1445.0,3,2413.0,3,3113.0,4,10,334,Potential
13462.0,253,1,151.5,1,293.0,1,406.0,1,3,111,Lost
13464.0,59,1,674.68,3,294.0,1,2178.0,3,7,313,Potential
13466.0,185,1,307.90000000000003,1,295.0,1,1101.0,2,4,112,Lost
13467.0,11,2,1071.91,5,1661.0,2,2776.0,4,11,524,Unclassified
13468.0,2,37,5704.97,5,4310.0,5,4115.0,5,15,555,Loyal
13470.0,100,2,165.0,2,1662.0,2,488.0,1,5,221,At Risk
13471.0,2,4,2501.84,5,2910.0,4,3638.0,5,14,545,Loyal
13473.0,61,2,422.64,3,1663.0,2,1572.0,2,7,322,Potential
13474.0,237,1,226.84,1,296.0,1,784.0,1,3,111,Lost
13475.0,192,4,1431.78,1,2911.0,4,3107.0,4,9,144,Lost
13476.0,179,2,1238.47,2,1664.0,2,2930.0,4,8,224,At Risk
13477.0,38,6,1454.58,3,3499.0,5,3120.0,4,12,354,Potential
13479.0,201,2,300.95,1,1665.0,2,1052.0,2,5,122,Lost
13481.0,46,5,1804.56,3,3271.0,4,3342.0,4,11,344,Potential
13482.0,233,1,184.64,1,297.0,1,590.0,1,3,111,Lost
13483.0,66,1,140.34,3,298.0,1,358.0,1,5,311,Unclassified
13484.0,242,1,313.8,1,299.0,1,1139.0,2,4,112,Lost
13485.0,234,1,454.24,1,300.0,1,1649.0,2,4,112,Lost
13486.0,79,3,1122.41,2,2414.0,3,2833.0,4,9,234,At Risk
13487.0,58,3,575.4,3,2415.0,3,1937.0,3,9,333,Potential
13488.0,18,13,8968.31,4,4103.0,5,4220.0,5,14,455,Potential
13489.0,106,4,449.52,2,2912.0,4,1635.0,2,8,242,At Risk
13491.0,52,10,1215.82,3,3963.0,5,2912.0,4,12,354,Potential
13492.0,137,3,1269.84,2,2416.0,3,2964.0,4,9,234,At Risk
13493.0,276,2,618.63,1,1666.0,2,2046.0,3,6,123,Lost
13494.0,312,1,316.26000000000005,1,301.0,1,1152.0,2,4,112,Lost
13495.0,8,5,2044.87,5,3272.0,4,3464.0,4,13,544,Loyal
13496.0,11,2,653.33,5,1667.0,2,2133.0,3,10,523,Unclassified
13497.0,283,2,348.05,1,1668.0,2,1291.0,2,5,122,Lost
13499.0,18,5,1159.11,4,3273.0,4,2868.0,4,12,444,Potential
13500.0,24,3,1166.77,4,2417.0,3,2877.0,4,11,434,Potential
13501.0,289,1,1340.32,1,302.0,1,3029.0,4,6,114,Lost
13502.0,17,3,292.0,4,2418.0,3,1019.0,2,9,432,Potential
13503.0,72,1,216.85,3,303.0,1,739.0,1,5,311,Unclassified
13504.0,65,1,295.93,3,304.0,1,1030.0,2,6,312,Potential
13505.0,73,4,4393.63,2,2913.0,4,4011.0,5,11,245,At Risk
13506.0,317,2,458.52,1,1669.0,2,1661.0,2,5,122,Lost
13507.0,4,4,2479.16,5,2914.0,4,3630.0,5,14,545,Loyal
13508.0,244,1,110.97,1,305.0,1,214.0,1,3,111,Lost
13509.0,9,7,979.72,5,3664.0,5,2652.0,4,14,554,Loyal
13510.0,2,4,1791.56,5,2915.0,4,3330.0,4,13,544,Loyal
13512.0,261,1,251.21,1,306.0,1,875.0,2,4,112,Lost
13513.0,127,1,205.1,2,307.0,1,681.0,1,4,211,At Risk
13514.0,74,1,152.20000000000002,2,308.0,1,412.0,1,4,211,At Risk
13515.0,73,4,891.12,2,2916.0,4,2546.0,3,9,243,At Risk
13516.0,22,3,1389.41,4,2419.0,3,3070.0,4,11,434,Potential
13517.0,60,3,2128.42,3,2420.0,3,3511.0,5,11,335,Potential
13518.0,86,1,627.16,2,309.0,1,2071.0,3,6,213,At Risk
13519.0,79,1,122.75,2,310.0,1,280.0,1,4,211,At Risk
13520.0,59,6,3624.35,3,3500.0,5,3899.0,5,13,355,Potential
13521.0,2,3,1071.73,5,2421.0,3,2775.0,4,12,534,Unclassified
13522.0,31,1,125.8,4,311.0,1,291.0,1,6,411,Unclassified
13523.0,34,5,3964.88,3,3274.0,4,3959.0,5,12,345,Potential
13524.0,41,5,680.1800000000001,3,3275.0,4,2198.0,3,10,343,Potential
13525.0,15,2,628.78,4,1670.0,2,2073.0,3,9,423,Potential
13527.0,34,7,2242.36,3,3665.0,5,3551.0,5,13,355,Potential
13529.0,79,2,307.76,2,1671.0,2,1098.0,2,6,222,At Risk
13531.0,206,2,483.8,1,1672.0,2,1726.0,2,5,122,Lost
13532.0,34,1,210.31,3,312.0,1,705.0,1,5,311,Unclassified
13533.0,183,3,269.09,1,2422.0,3,940.0,2,6,132,Lost
13534.0,3,25,5870.08,5,4270.0,5,4125.0,5,15,555,Loyal
13536.0,2,7,3444.39,5,3666.0,5,3867.0,5,15,555,Loyal
13538.0,44,7,1280.85,3,3667.0,5,2972.0,4,12,354,Potential
13539.0,86,3,631.34,2,2423.0,3,2077.0,3,8,233,At Risk
13544.0,40,2,276.06,3,1673.0,2,960.0,2,7,322,Potential
13546.0,13,3,621.09,5,2424.0,3,2049.0,3,11,533,Unclassified
13548.0,97,2,678.16,2,1674.0,2,2192.0,3,7,223,At Risk
13549.0,26,7,918.2,4,3668.0,5,2576.0,3,12,453,Potential
13551.0,320,1,91.8,1,313.0,1,132.0,1,3,111,Lost
13552.0,67,12,3740.07,3,4062.0,5,3927.0,5,13,355,Potential
13555.0,74,4,4098.88,2,2917.0,4,3985.0,5,11,245,At Risk
13557.0,29,2,584.0600000000001,4,1675.0,2,1955.0,3,9,423,Potential
13558.0,6,4,594.52,5,2918.0,4,1981.0,3,12,543,Loyal
13560.0,8,1,171.42000000000002,5,314.0,1,519.0,1,7,511,Unclassified
13561.0,216,1,141.86,1,315.0,1,362.0,1,3,111,Lost
13562.0,82,3,1799.3300000000002,2,2425.0,3,3338.0,4,9,234,At Risk
13563.0,85,2,777.53,2,1676.0,2,2376.0,3,7,223,At Risk
13564.0,145,3,1724.67,2,2426.0,3,3296.0,4,9,234,At Risk
13565.0,20,2,240.22,4,1677.0,2,836.0,1,7,421,Unclassified
13566.0,41,2,856.84,3,1678.0,2,2499.0,3,8,323,Potential
13568.0,174,1,187.05,2,316.0,1,599.0,1,4,211,At Risk
13569.0,18,2,338.62,4,1679.0,2,1260.0,2,8,422,Potential
13570.0,244,1,239.49,1,317.0,1,832.0,1,3,111,Lost
13571.0,13,12,2088.94,5,4063.0,5,3488.0,5,15,555,Loyal
13572.0,206,1,1384.25,1,318.0,1,3062.0,4,6,114,Lost
13573.0,51,2,290.25,3,1680.0,2,1009.0,2,7,322,Potential
13575.0,24,5,732.07,4,3276.0,4,2301.0,3,11,443,Potential
13576.0,11,18,6717.34,5,4210.0,5,4160.0,5,15,555,Loyal
13577.0,26,4,1687.6,4,2919.0,4,3267.0,4,12,444,Potential
13579.0,15,2,467.04,4,1681.0,2,1685.0,2,8,422,Potential
13581.0,310,1,118.0,1,319.0,1,256.0,1,3,111,Lost
13583.0,156,1,781.03,2,320.0,1,2386.0,3,6,213,At Risk
13584.0,307,1,142.4,1,321.0,1,364.0,1,3,111,Lost
13587.0,64,1,712.4,3,322.0,1,2267.0,3,7,313,Potential
13588.0,16,9,2478.95,4,3891.0,5,3629.0,5,14,455,Potential
13589.0,15,2,379.65,4,1682.0,2,1406.0,2,8,422,Potential
13590.0,12,6,1981.92,5,3501.0,5,3438.0,4,14,554,Loyal
13591.0,65,3,1117.13,3,2427.0,3,2823.0,4,10,334,Potential
13592.0,36,4,247.96,3,2920.0,4,864.0,1,8,341,Unclassified
13593.0,109,5,2011.88,2,3277.0,4,3452.0,4,10,244,At Risk
13594.0,53,1,396.97,3,323.0,1,1477.0,2,6,312,Potential
13596.0,6,2,664.11,5,1683.0,2,2161.0,3,10,523,Unclassified
13598.0,48,1,160.04,3,324.0,1,462.0,1,5,311,Unclassified
13599.0,2,21,5149.92,5,4245.0,5,4079.0,5,15,555,Loyal
13600.0,313,1,219.52,1,325.0,1,752.0,1,3,111,Lost
13601.0,46,2,693.32,3,1684.0,2,2224.0,3,8,323,Potential
13602.0,65,1,428.89,3,326.0,1,1586.0,2,6,312,Potential
13603.0,27,1,164.34,4,327.0,1,485.0,1,6,411,Unclassified
13606.0,30,3,276.75,4,2428.0,3,962.0,2,9,432,Potential
13607.0,41,1,675.51,3,328.0,1,2183.0,3,7,313,Potential
13610.0,13,7,1082.33,5,3669.0,5,2790.0,4,14,554,Loyal
13611.0,90,3,1154.4,2,2429.0,3,2863.0,4,9,234,At Risk
13614.0,25,4,1585.46,4,2921.0,4,3206.0,4,12,444,Potential
13615.0,319,1,417.69,1,329.0,1,1556.0,2,4,112,Lost
13617.0,41,3,544.18,3,2430.0,3,1869.0,3,9,333,Potential
13618.0,174,1,177.34,2,330.0,1,549.0,1,4,211,At Risk
13621.0,117,1,213.85,2,331.0,1,719.0,1,4,211,At Risk
13623.0,31,5,727.74,4,3278.0,4,2292.0,3,11,443,Potential
13626.0,253,1,257.23,1,332.0,1,905.0,2,4,112,Lost
13627.0,60,5,1638.47,3,3279.0,4,3240.0,4,11,344,Potential
13629.0,24,11,7792.36,4,4011.0,5,4195.0,5,14,455,Potential
13630.0,6,7,2031.78,5,3670.0,5,3458.0,4,14,554,Loyal
13631.0,100,11,3070.42,2,4012.0,5,3797.0,5,12,255,At Risk
13632.0,25,5,2118.93,4,3280.0,4,3509.0,5,13,445,Potential
13634.0,34,5,1547.36,3,3281.0,4,3182.0,4,11,344,Potential
13635.0,68,1,1071.03,3,333.0,1,2773.0,4,8,314,Potential
13636.0,37,5,949.12,3,3282.0,4,2619.0,4,11,344,Potential
13637.0,53,3,804.3,3,2431.0,3,2423.0,3,9,333,Potential
13638.0,16,1,122.64,4,334.0,1,278.0,1,6,411,Unclassified
13639.0,75,1,1033.34,2,335.0,1,2725.0,4,7,214,At Risk
13642.0,216,1,312.28,1,336.0,1,1132.0,2,4,112,Lost
13643.0,32,3,519.44,4,2432.0,3,1814.0,3,10,433,Potential
13644.0,17,4,2624.26,4,2922.0,4,3682.0,5,13,445,Potential
13645.0,121,1,252.1,2,337.0,1,882.0,2,5,212,At Risk
13647.0,10,4,1648.12,5,2923.0,4,3247.0,4,13,544,Loyal
13649.0,257,2,346.6,1,1685.0,2,1287.0,2,5,122,Lost
13650.0,17,6,1836.34,4,3502.0,5,3358.0,4,13,454,Potential
13651.0,36,2,94.2,3,1686.0,2,143.0,1,6,321,Unclassified
13652.0,46,3,1095.08,3,2433.0,3,2798.0,4,10,334,Potential
13654.0,44,6,2707.33,3,3503.0,5,3704.0,5,13,355,Potential
13655.0,115,2,932.97,2,1687.0,2,2602.0,3,7,223,At Risk
13656.0,165,2,379.65,2,1688.0,2,1407.0,2,6,222,At Risk
13657.0,11,2,382.14,5,1689.0,2,1420.0,2,9,522,Unclassified
13658.0,10,5,2639.17,5,3283.0,4,3690.0,5,14,545,Loyal
13659.0,206,2,1563.0,1,1690.0,2,3190.0,4,7,124,Lost
13662.0,86,3,881.26,2,2434.0,3,2530.0,3,8,233,At Risk
13663.0,180,1,189.47,2,338.0,1,606.0,1,4,211,At Risk
13666.0,61,3,84.65,3,2435.0,3,109.0,1,7,331,Unclassified
13667.0,150,1,299.05,2,339.0,1,1041.0,2,5,212,At Risk
13668.0,3,21,6309.83,5,4246.0,5,4143.0,5,15,555,Loyal
13669.0,51,2,218.55,3,1691.0,2,748.0,1,6,321,Unclassified
13670.0,76,1,349.7,2,340.0,1,1302.0,2,5,212,At Risk
13672.0,302,2,186.39,1,1692.0,2,597.0,1,4,121,Lost
13673.0,19,2,387.44,4,1693.0,2,1444.0,2,8,422,Potential
13675.0,152,2,486.8200000000001,2,1694.0,2,1734.0,2,6,222,At Risk
13678.0,152,1,232.6,2,341.0,1,810.0,1,4,211,At Risk
13680.0,2,4,3719.12,5,2924.0,4,3923.0,5,14,545,Loyal
13681.0,18,4,827.83,4,2925.0,4,2456.0,3,11,443,Potential
13682.0,188,1,59.5,1,342.0,1,53.0,1,3,111,Lost
13684.0,286,1,65.13,1,343.0,1,65.0,1,3,111,Lost
13685.0,3,7,3119.44,5,3671.0,5,3813.0,5,15,555,Loyal
13686.0,183,1,72.0,1,344.0,1,74.0,1,3,111,Lost
13689.0,64,1,910.0,3,345.0,1,2563.0,3,7,313,Potential
13690.0,60,1,172.25,3,346.0,1,523.0,1,5,311,Unclassified
13692.0,25,3,1488.32,4,2436.0,3,3141.0,4,11,434,Potential
13694.0,4,50,65039.62,5,4323.0,5,4326.0,5,15,555,Loyal
13695.0,32,15,2504.13,4,4156.0,5,3639.0,5,14,455,Potential
13697.0,39,1,151.3,3,347.0,1,404.0,1,5,311,Unclassified
13699.0,156,1,308.58000000000004,2,348.0,1,1104.0,2,5,212,At Risk
13700.0,27,10,2248.63,4,3964.0,5,3557.0,5,14,455,Potential
13703.0,319,1,99.5,1,349.0,1,158.0,1,3,111,Lost
13704.0,6,9,2308.06,5,3892.0,5,3574.0,5,15,555,Loyal
13705.0,8,3,711.86,5,2437.0,3,2264.0,3,11,533,Unclassified
13706.0,303,1,330.79,1,350.0,1,1225.0,2,4,112,Lost
13707.0,268,2,806.41,1,1695.0,2,2425.0,3,6,123,Lost
13708.0,272,1,285.33,1,351.0,1,987.0,2,4,112,Lost
13709.0,4,13,6307.650000000001,5,4104.0,5,4142.0,5,15,555,Loyal
13710.0,32,1,180.48,4,352.0,1,570.0,1,6,411,Unclassified
13711.0,219,2,252.06,1,1696.0,2,881.0,2,5,122,Lost
13712.0,247,1,228.84,1,353.0,1,790.0,1,3,111,Lost
13715.0,282,5,1077.39,1,3284.0,4,2781.0,4,9,144,Lost
13716.0,270,1,138.28,1,354.0,1,347.0,1,3,111,Lost
13717.0,33,6,1445.01,4,3504.0,5,3114.0,4,13,454,Potential
13718.0,247,2,306.55,1,1697.0,2,1086.0,2,5,122,Lost
13719.0,16,5,1041.68,4,3285.0,4,2734.0,4,12,444,Potential
13720.0,117,4,799.9,2,2926.0,4,2415.0,3,9,243,At Risk
13721.0,37,1,524.14,3,355.0,1,1823.0,3,7,313,Potential
13722.0,132,3,2375.41,2,2438.0,3,3599.0,5,10,235,At Risk
13723.0,218,1,199.85,1,356.0,1,652.0,1,3,111,Lost
13725.0,50,8,1980.56,3,3805.0,5,3435.0,4,12,354,Potential
13726.0,39,2,1079.66,3,1698.0,2,2787.0,4,9,324,Potential
13727.0,29,2,333.48,4,1699.0,2,1238.0,2,8,422,Potential
13728.0,37,6,1016.14,3,3505.0,5,2699.0,4,12,354,Potential
13730.0,136,2,752.6,2,1700.0,2,2336.0,3,7,223,At Risk
13731.0,220,2,610.59,1,1701.0,2,2025.0,3,6,123,Lost
13732.0,29,1,491.86,4,357.0,1,1746.0,3,8,413,Potential
13735.0,25,4,2883.54,4,2927.0,4,3760.0,5,13,445,Potential
13736.0,6,2,729.8,5,1702.0,2,2297.0,3,10,523,Unclassified
13737.0,201,1,339.6,1,358.0,1,1265.0,2,4,112,Lost
13739.0,19,1,216.9,4,359.0,1,740.0,1,6,411,Unclassified
13740.0,241,1,350.75,1,360.0,1,1305.0,2,4,112,Lost
13741.0,72,3,668.4300000000001,3,2439.0,3,2168.0,3,9,333,Potential
13742.0,17,12,3107.87,4,4064.0,5,3811.0,5,14,455,Potential
13743.0,3,7,1341.6,5,3672.0,5,3032.0,4,14,554,Loyal
13744.0,96,2,1080.52,2,1703.0,2,2788.0,4,8,224,At Risk
13745.0,163,1,300.04,2,361.0,1,1044.0,2,5,212,At Risk
13747.0,374,1,79.6,1,362.0,1,100.0,1,3,111,Lost
13748.0,96,5,948.25,2,3286.0,4,2616.0,4,10,244,At Risk
13750.0,54,5,1647.26,3,3287.0,4,3245.0,4,11,344,Potential
13751.0,289,1,296.25,1,363.0,1,1031.0,2,4,112,Lost
13752.0,125,6,1175.38,2,3506.0,5,2883.0,4,11,254,At Risk
13753.0,288,1,741.26,1,364.0,1,2315.0,3,5,113,Lost
13754.0,152,2,282.6,2,1704.0,2,976.0,2,6,222,At Risk
13755.0,4,9,2108.06,5,3893.0,5,3505.0,5,15,555,Loyal
13756.0,3,14,5189.52,5,4133.0,5,4082.0,5,15,555,Loyal
13758.0,12,7,3190.55,5,3673.0,5,3828.0,5,15,555,Loyal
13759.0,34,2,659.4100000000001,3,1705.0,2,2152.0,3,8,323,Potential
13760.0,55,2,286.79,3,1706.0,2,992.0,2,7,322,Potential
13761.0,51,2,1070.65,3,1707.0,2,2771.0,4,9,324,Potential
13762.0,219,1,306.72,1,365.0,1,1087.0,2,4,112,Lost
13763.0,64,1,1714.96,3,366.0,1,3291.0,4,8,314,Potential
13764.0,71,3,1519.42,3,2440.0,3,3160.0,4,10,334,Potential
13767.0,3,37,17220.36,5,4311.0,5,4287.0,5,15,555,Loyal
13769.0,3,10,2796.51,5,3965.0,5,3739.0,5,15,555,Loyal
13771.0,65,4,2634.45,3,2928.0,4,3688.0,5,12,345,Potential
13772.0,34,3,1122.63,3,2441.0,3,2834.0,4,10,334,Potential
13774.0,82,1,345.0,2,367.0,1,1282.0,2,5,212,At Risk
13777.0,1,33,25977.16,5,4303.0,5,4301.0,5,15,555,Loyal
13778.0,104,1,178.7,2,368.0,1,557.0,1,4,211,At Risk
13780.0,8,2,360.01,5,1708.0,2,1341.0,2,9,522,Unclassified
13781.0,251,1,127.84,1,369.0,1,299.0,1,3,111,Lost
13782.0,13,6,908.86,5,3507.0,5,2562.0,3,13,553,Loyal
13784.0,10,11,2462.79,5,4013.0,5,3620.0,5,15,555,Loyal
13786.0,368,1,230.4,1,370.0,1,799.0,1,3,111,Lost
13787.0,76,2,309.04,2,1709.0,2,1107.0,2,6,222,At Risk
13790.0,5,1,348.79999999999995,5,371.0,1,1296.0,2,8,512,Unclassified
13791.0,128,2,1516.0,2,1710.0,2,3158.0,4,8,224,At Risk
13792.0,67,2,195.55,3,1711.0,2,634.0,1,6,321,Unclassified
13798.0,2,57,37153.85,5,4327.0,5,4314.0,5,15,555,Loyal
13799.0,117,2,688.86,2,1712.0,2,2213.0,3,7,223,At Risk
13800.0,310,1,558.32,1,372.0,1,1898.0,3,5,113,Lost
13801.0,67,1,324.8,3,373.0,1,1189.0,2,6,312,Potential
13802.0,139,3,4599.42,2,2442.0,3,4033.0,5,10,235,At Risk
13803.0,256,1,277.07,1,374.0,1,964.0,2,4,112,Lost
13804.0,31,7,2588.39,4,3674.0,5,3661.0,5,14,455,Potential
13805.0,53,2,924.6,3,1713.0,2,2590.0,3,8,323,Potential
13806.0,64,1,256.38,3,375.0,1,902.0,2,6,312,Potential
13807.0,368,1,112.6,1,376.0,1,226.0,1,3,111,Lost
13808.0,6,5,1747.66,5,3288.0,4,3309.0,4,13,544,Loyal
13809.0,306,1,155.05,1,377.0,1,433.0,1,3,111,Lost
13810.0,29,3,1499.01,4,2443.0,3,3149.0,4,11,434,Potential
13811.0,184,3,814.5,1,2444.0,3,2439.0,3,7,133,Lost
13812.0,43,3,539.0,3,2445.0,3,1859.0,3,9,333,Potential
13813.0,40,4,1366.86,3,2929.0,4,3049.0,4,11,344,Potential
13814.0,93,2,1579.12,2,1714.0,2,3200.0,4,8,224,At Risk
13815.0,23,4,4027.36,4,2930.0,4,3973.0,5,13,445,Potential
13816.0,24,2,571.6700000000001,4,1715.0,2,1928.0,3,9,423,Potential
13817.0,30,2,382.98,4,1716.0,2,1422.0,2,8,422,Potential
13819.0,302,3,1140.35,1,2446.0,3,2853.0,4,8,134,Lost
13821.0,145,2,385.64,2,1717.0,2,1437.0,2,6,222,At Risk
13822.0,6,2,632.0,5,1718.0,2,2081.0,3,10,523,Unclassified
13823.0,19,2,957.66,4,1719.0,2,2628.0,4,10,424,Potential
13824.0,33,5,1698.94,4,3289.0,4,3278.0,4,12,444,Potential
13826.0,177,1,189.5,2,378.0,1,607.0,1,4,211,At Risk
13827.0,58,3,409.8,3,2447.0,3,1522.0,2,8,332,Potential
13828.0,23,1,209.49,4,379.0,1,704.0,1,6,411,Unclassified
13831.0,17,6,2198.45,4,3508.0,5,3530.0,5,14,455,Potential
13832.0,20,1,52.2,4,380.0,1,44.0,1,6,411,Unclassified
13833.0,160,1,383.85,2,381.0,1,1429.0,2,5,212,At Risk
13835.0,26,4,834.57,4,2931.0,4,2462.0,3,11,443,Potential
13837.0,212,2,266.59000000000003,1,1720.0,2,930.0,2,5,122,Lost
13838.0,6,4,674.82,5,2932.0,4,2180.0,3,12,543,Loyal
13841.0,253,1,85.0,1,382.0,1,110.0,1,3,111,Lost
13842.0,59,9,3385.62,3,3894.0,5,3855.0,5,13,355,Potential
13844.0,12,1,361.62,5,383.0,1,1347.0,2,8,512,Unclassified
13845.0,65,1,312.98,3,384.0,1,1136.0,2,6,312,Potential
13846.0,25,3,865.0600000000001,4,2448.0,3,2507.0,3,10,433,Potential
13848.0,93,3,1255.0,2,2449.0,3,2942.0,4,9,234,At Risk
13849.0,52,2,1537.95,3,1721.0,2,3173.0,4,9,324,Potential
13850.0,130,1,1595.48,2,385.0,1,3214.0,4,7,214,At Risk
13851.0,96,3,2651.46,2,2450.0,3,3692.0,5,10,235,At Risk
13853.0,58,1,1090.14,3,386.0,1,2794.0,4,8,314,Potential
13854.0,9,25,8109.519999999999,5,4271.0,5,4205.0,5,15,555,Loyal
13856.0,169,3,388.5,2,2451.0,3,1449.0,2,7,232,At Risk
13858.0,58,1,216.17,3,387.0,1,734.0,1,5,311,Unclassified
13859.0,327,1,201.16,1,388.0,1,661.0,1,3,111,Lost
13860.0,2,5,1245.9,5,3290.0,4,2936.0,4,13,544,Loyal
13862.0,19,8,2209.36,4,3806.0,5,3535.0,5,14,455,Potential
13863.0,248,1,305.78,1,389.0,1,1082.0,2,4,112,Lost
13865.0,59,4,501.56,3,2933.0,4,1772.0,3,10,343,Potential
13866.0,75,1,145.67,2,390.0,1,380.0,1,4,211,At Risk
13867.0,32,3,1005.09,4,2452.0,3,2682.0,4,11,434,Potential
13868.0,8,2,3192.54,5,1722.0,2,3829.0,5,12,525,Unclassified
13869.0,124,4,3083.65,2,2934.0,4,3802.0,5,11,245,At Risk
13870.0,3,8,2770.94,5,3807.0,5,3727.0,5,15,555,Loyal
13871.0,23,13,6403.25,4,4105.0,5,4145.0,5,14,455,Potential
13873.0,120,3,389.6,2,2453.0,3,1456.0,2,7,232,At Risk
13874.0,359,1,540.45,1,391.0,1,1861.0,3,5,113,Lost
13875.0,54,5,1786.79,3,3291.0,4,3326.0,4,11,344,Potential
13876.0,64,1,122.7,3,392.0,1,279.0,1,5,311,Unclassified
13877.0,87,1,117.24,2,393.0,1,252.0,1,4,211,At Risk
13878.0,55,1,1271.57,3,394.0,1,2967.0,4,8,314,Potential
13880.0,22,13,3219.77,4,4106.0,5,3833.0,5,14,455,Potential
13881.0,4,20,17159.52,5,4233.0,5,4286.0,5,15,555,Loyal
13882.0,3,5,1191.13,5,3292.0,4,2892.0,4,13,544,Loyal
13883.0,11,5,2674.48,5,3293.0,4,3699.0,5,14,545,Loyal
13884.0,8,5,787.6,5,3294.0,4,2398.0,3,12,543,Loyal
13885.0,190,2,506.8,1,1723.0,2,1781.0,3,6,123,Lost
13886.0,72,1,243.56,3,395.0,1,847.0,1,5,311,Unclassified
13887.0,205,1,349.55,1,396.0,1,1301.0,2,4,112,Lost
13888.0,120,2,595.67,2,1724.0,2,1984.0,3,7,223,At Risk
13889.0,93,1,416.9,2,397.0,1,1550.0,2,5,212,At Risk
13890.0,2,10,1883.81,5,3966.0,5,3394.0,4,14,554,Loyal
13892.0,27,4,632.97,4,2935.0,4,2085.0,3,11,443,Potential
13893.0,298,1,821.1,1,398.0,1,2448.0,3,5,113,Lost
13894.0,24,3,564.62,4,2454.0,3,1917.0,3,10,433,Potential
13895.0,29,4,2593.07,4,2936.0,4,3665.0,5,13,445,Potential
13897.0,51,1,311.16,3,399.0,1,1120.0,2,6,312,Potential
13898.0,326,1,155.93,1,400.0,1,438.0,1,3,111,Lost
13899.0,17,2,388.52,4,1725.0,2,1450.0,2,8,422,Potential
13900.0,184,3,740.95,1,2455.0,3,2314.0,3,7,133,Lost
13901.0,73,5,2867.2000000000003,2,3295.0,4,3754.0,5,11,245,At Risk
13904.0,38,2,332.64,3,1726.0,2,1235.0,2,7,322,Potential
13908.0,80,4,2369.55,2,2937.0,4,3597.0,5,11,245,At Risk
13911.0,58,9,2580.91,3,3895.0,5,3659.0,5,13,355,Potential
13914.0,12,2,626.45,5,1727.0,2,2066.0,3,10,523,Unclassified
13917.0,50,2,272.04,3,1728.0,2,953.0,2,7,322,Potential
13918.0,50,2,1212.84,3,1729.0,2,2907.0,4,9,324,Potential
13919.0,60,2,384.81,3,1730.0,2,1435.0,2,7,322,Potential
13922.0,352,1,172.25,1,401.0,1,524.0,1,3,111,Lost
13923.0,54,1,351.13,3,402.0,1,1308.0,2,6,312,Potential
13924.0,2,6,1838.85,5,3509.0,5,3362.0,4,14,554,Loyal
13925.0,93,4,678.25,2,2938.0,4,2193.0,3,9,243,At Risk
13926.0,24,1,223.85,4,403.0,1,764.0,1,6,411,Unclassified
13927.0,75,1,348.99,2,404.0,1,1298.0,2,5,212,At Risk
13928.0,11,4,464.57,5,2939.0,4,1679.0,2,11,542,Unclassified
13929.0,170,2,842.65,2,1731.0,2,2475.0,3,7,223,At Risk
13930.0,58,2,337.34,3,1732.0,2,1257.0,2,7,322,Potential
13931.0,96,2,1237.53,2,1733.0,2,2928.0,4,8,224,At Risk
13932.0,295,1,307.4,1,405.0,1,1092.0,2,4,112,Lost
13933.0,110,2,608.79,2,1734.0,2,2019.0,3,7,223,At Risk
13934.0,264,1,922.1,1,406.0,1,2586.0,3,5,113,Lost
13936.0,180,1,376.58,2,407.0,1,1396.0,2,5,212,At Risk
13937.0,170,1,158.85,2,408.0,1,458.0,1,4,211,At Risk
13938.0,36,1,71.66,3,409.0,1,73.0,1,5,311,Unclassified
13939.0,24,3,568.55,4,2456.0,3,1924.0,3,10,433,Potential
13940.0,18,4,839.14,4,2940.0,4,2469.0,3,11,443,Potential
13941.0,22,5,5112.96,4,3296.0,4,4076.0,5,13,445,Potential
13946.0,80,3,561.57,2,2457.0,3,1908.0,3,8,233,At Risk
13947.0,66,1,90.6,3,410.0,1,127.0,1,5,311,Unclassified
13948.0,361,1,102.0,1,411.0,1,171.0,1,3,111,Lost
13949.0,3,6,2427.32,5,3510.0,5,3613.0,5,15,555,Loyal
13950.0,12,4,745.0600000000001,5,2941.0,4,2324.0,3,12,543,Loyal
13951.0,177,3,674.45,2,2458.0,3,2176.0,3,8,233,At Risk
13952.0,218,2,3251.071,1,1735.0,2,3837.0,5,8,125,Lost
13953.0,8,7,3515.68,5,3675.0,5,3879.0,5,15,555,Loyal
13954.0,2,2,439.92,5,1736.0,3,1617.0,2,10,532,Unclassified
